Década;Año;Continente;País;Line Group (Path ID);Point Order;Valor
1980;1989;Oriente Medio;Irán;53;1;6313,832
1980;1989;Oriente Medio;Kuwait;54;1;105,444
1980;1989;Oriente Medio;Omán;55;1;0
1980;1989;Oriente Medio;Qatar;56;1;0
1980;1989;Oriente Medio;Siria;57;1;237,038
1980;1989;Oriente Medio;Yemen;58;1;0
1980;1989;Oriente Medio;Otros OM;59;1;0
1980;1989;Asia-Pacífico;China;61;1;0
1980;1989;Asia-Pacífico;India;62;1;0
1980;1989;Asia-Pacífico;Indonesia;63;1;0
1990;1990;África;Angola;1;1;266,15
1990;1990;África;Argelia;2;1;1736,395
1990;1990;África;Benin;3;1;35,925
1990;1990;África;Camerún;4;1;1107,643
1990;1990;África;Congo;5;1;491,926
1990;1990;África;Egipto;6;1;446,878
1990;1990;África;Gabón;7;1;175,497
1990;1990;África;Guinea Ecuatorial;9;1;0
1990;1990;África;Libia;10;1;5252,689
1990;1990;África;Nigeria;11;1;8999,674
1990;1990;África;Túnez;12;1;69,219
1990;1990;África;Zaire;13;1;0
1990;1990;África;Otros África;14;1;0
1990;1990;América;Argentina;16;1;0
1990;1990;América;Brasil;17;1;0
1990;1990;América;Canadá;18;1;0
1990;1990;América;Colombia;19;1;0
1990;1990;América;Cuba;20;1;34,863
1990;1990;América;Ecuador;21;1;0
1990;1990;América;Estados Unidos;22;1;0
1990;1990;América;México;23;1;11228,344
1990;1990;América;Trinidad y Tobago;24;1;0
1990;1990;América;Venezuela;25;1;169,364
1990;1990;América;Otros América;26;1;0
1990;1990;Europa y Euroasia;Alemania;28;1;0
1990;1990;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1990;Europa y Euroasia;Dinamarca;30;1;0
1990;1990;Europa y Euroasia;Estonia;31;1;0
1990;1990;Europa y Euroasia;Francia;32;1;19,982
1990;1990;Europa y Euroasia;Georgia;33;1;0
1990;1990;Europa y Euroasia;Grecia;34;1;0
1990;1990;Europa y Euroasia;Italia;35;1;598,167
1990;1990;Europa y Euroasia;Kazajistán;36;1;0
1990;1990;Europa y Euroasia;Letonia;37;1;0
1990;1990;Europa y Euroasia;Lituania;38;1;0
1990;1990;Europa y Euroasia;Noruega;39;1;0
1990;1990;Europa y Euroasia;Países Bajos;40;1;0
1990;1990;Europa y Euroasia;Polonia;41;1;0
1990;1990;Europa y Euroasia;Reino Unido;42;1;745,355
1990;1990;Europa y Euroasia;Rumania;43;1;0
1990;1990;Europa y Euroasia;Rusia;44;1;4986,797
1990;1990;Europa y Euroasia;Suecia;45;1;0
1990;1990;Europa y Euroasia;Turquía;46;1;0
1990;1990;Europa y Euroasia;Ucrania;47;1;0
1990;1990;Europa y Euroasia;Otros FSU;48;1;0
1990;1990;Europa y Euroasia;Otros Europa;49;1;0
1990;1990;Oriente Medio;Arabia Saudí;50;1;3147,372
1990;1990;Oriente Medio;EAU;51;1;1370,271
1990;1990;Oriente Medio;Irak;52;1;3120,286
1990;1990;Oriente Medio;Irán;53;1;5639,355
1990;1990;Oriente Medio;Kuwait;54;1;177,317
1990;1990;Oriente Medio;Omán;55;1;0
1990;1990;Oriente Medio;Qatar;56;1;0
1990;1990;Oriente Medio;Siria;57;1;67,236
1990;1990;Oriente Medio;Yemen;58;1;0
1990;1990;Oriente Medio;Otros OM;59;1;19,625
1990;1990;Asia-Pacífico;China;61;1;0
1990;1990;Asia-Pacífico;India;62;1;0
1990;1990;Asia-Pacífico;Indonesia;63;1;0
1990;1991;África;Angola;1;1;390,535
1990;1991;África;Argelia;2;1;1708,911
1990;1991;África;Benin;3;1;0
1990;1991;África;Camerún;4;1;886,012
1990;1991;África;Congo;5;1;591,764
1990;1991;África;Egipto;6;1;1770,826
1990;1991;África;Gabón;7;1;50,371
1990;1991;África;Guinea Ecuatorial;9;1;0
1990;1991;África;Libia;10;1;5505,369
1990;1991;África;Nigeria;11;1;11227,293
1990;1991;África;Túnez;12;1;219,553
1990;1991;África;Zaire;13;1;0
1990;1991;África;Otros África;14;1;0
1990;1991;América;Argentina;16;1;58,965
1990;1991;América;Brasil;17;1;0
1990;1991;América;Canadá;18;1;0
1990;1991;América;Colombia;19;1;0
1990;1991;América;Cuba;20;1;0
1990;1991;América;Ecuador;21;1;0
1990;1991;América;Estados Unidos;22;1;0
1990;1991;América;México;23;1;13139,853
1990;1991;América;Trinidad y Tobago;24;1;0
1990;1991;América;Venezuela;25;1;167,732
1990;1991;América;Otros América;26;1;0
1990;1991;Europa y Euroasia;Alemania;28;1;0
1990;1991;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1991;Europa y Euroasia;Dinamarca;30;1;0
1990;1991;Europa y Euroasia;Estonia;31;1;0
1990;1991;Europa y Euroasia;Francia;32;1;0
1990;1991;Europa y Euroasia;Georgia;33;1;0
1990;1991;Europa y Euroasia;Grecia;34;1;0
1990;1991;Europa y Euroasia;Italia;35;1;378,328
1990;1991;Europa y Euroasia;Kazajistán;36;1;0
1990;1991;Europa y Euroasia;Letonia;37;1;0
1990;1991;Europa y Euroasia;Lituania;38;1;0
1990;1991;Europa y Euroasia;Noruega;39;1;70,74
1990;1991;Europa y Euroasia;Países Bajos;40;1;0
1990;1991;Europa y Euroasia;Polonia;41;1;0
1990;1991;Europa y Euroasia;Reino Unido;42;1;1628,097
1990;1991;Europa y Euroasia;Rumania;43;1;0
1990;1991;Europa y Euroasia;Rusia;44;1;1297,306
1990;1991;Europa y Euroasia;Suecia;45;1;0
1990;1991;Europa y Euroasia;Turquía;46;1;0
1990;1991;Europa y Euroasia;Ucrania;47;1;0
1990;1991;Europa y Euroasia;Otros FSU;48;1;0
1990;1991;Europa y Euroasia;Otros Europa;49;1;0
1990;1991;Oriente Medio;Arabia Saudí;50;1;7098,271
1990;1991;Oriente Medio;EAU;51;1;1480,508
1990;1991;Oriente Medio;Irak;52;1;0
1990;1991;Oriente Medio;Irán;53;1;4840,607
1990;1991;Oriente Medio;Kuwait;54;1;137,736
1990;1991;Oriente Medio;Omán;55;1;0
1990;1991;Oriente Medio;Qatar;56;1;0
1990;1991;Oriente Medio;Siria;57;1;209,128
1990;1991;Oriente Medio;Yemen;58;1;0
1990;1991;Oriente Medio;Otros OM;59;1;0
1990;1991;Asia-Pacífico;China;61;1;0
1990;1991;Asia-Pacífico;India;62;1;0
1990;1991;Asia-Pacífico;Indonesia;63;1;0
1990;1992;África;Angola;1;1;0
1990;1992;África;Argelia;2;1;1243
1990;1992;África;Benin;3;1;0
1990;1992;África;Camerún;4;1;0
1990;1992;África;Congo;5;1;0
1990;1992;África;Egipto;6;1;1960
1990;1992;África;Gabón;7;1;254
1990;1992;África;Guinea Ecuatorial;9;1;0
1990;1992;África;Libia;10;1;6444
1990;1992;África;Nigeria;11;1;8905
1990;1992;África;Túnez;12;1;0
1990;1992;África;Zaire;13;1;0
1990;1992;África;Otros África;14;1;3342
1990;1992;América;Argentina;16;1;0
1990;1992;América;Brasil;17;1;0
1990;1992;América;Canadá;18;1;0
1990;1992;América;Colombia;19;1;136
1990;1992;América;Cuba;20;1;0
1990;1992;América;Ecuador;21;1;0
1990;1992;América;Estados Unidos;22;1;0
1990;1992;América;México;23;1;13455
1990;1992;América;Trinidad y Tobago;24;1;0
1990;1992;América;Venezuela;25;1;254
1990;1992;América;Otros América;26;1;213
1990;1992;Europa y Euroasia;Alemania;28;1;0
1990;1992;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1992;Europa y Euroasia;Dinamarca;30;1;0
1990;1992;Europa y Euroasia;Estonia;31;1;0
1990;1992;Europa y Euroasia;Francia;32;1;0
1990;1992;Europa y Euroasia;Georgia;33;1;0
1990;1992;Europa y Euroasia;Grecia;34;1;0
1990;1992;Europa y Euroasia;Italia;35;1;157
1990;1992;Europa y Euroasia;Kazajistán;36;1;0
1990;1992;Europa y Euroasia;Letonia;37;1;0
1990;1992;Europa y Euroasia;Lituania;38;1;0
1990;1992;Europa y Euroasia;Noruega;39;1;141
1990;1992;Europa y Euroasia;Países Bajos;40;1;0
1990;1992;Europa y Euroasia;Polonia;41;1;0
1990;1992;Europa y Euroasia;Reino Unido;42;1;2198
1990;1992;Europa y Euroasia;Rumania;43;1;0
1990;1992;Europa y Euroasia;Rusia;44;1;3436
1990;1992;Europa y Euroasia;Suecia;45;1;0
1990;1992;Europa y Euroasia;Turquía;46;1;0
1990;1992;Europa y Euroasia;Ucrania;47;1;0
1990;1992;Europa y Euroasia;Otros FSU;48;1;0
1990;1992;Europa y Euroasia;Otros Europa;49;1;0
1990;1992;Oriente Medio;Arabia Saudí;50;1;8004
1990;1992;Oriente Medio;EAU;51;1;917
1990;1992;Oriente Medio;Irak;52;1;0
1990;1992;Oriente Medio;Irán;53;1;2127
1990;1992;Oriente Medio;Kuwait;54;1;0
1990;1992;Oriente Medio;Omán;55;1;0
1990;1992;Oriente Medio;Qatar;56;1;0
1990;1992;Oriente Medio;Siria;57;1;0
1990;1992;Oriente Medio;Yemen;58;1;0
1990;1992;Oriente Medio;Otros OM;59;1;975
1990;1993;África;Angola;1;1;0
1990;1993;África;Argelia;2;1;625
1990;1993;África;Benin;3;1;0
1990;1993;África;Camerún;4;1;0
1990;1993;África;Congo;5;1;0
1990;1993;África;Egipto;6;1;451
1990;1993;África;Gabón;7;1;129
1990;1993;África;Guinea Ecuatorial;9;1;0
1990;1993;África;Libia;10;1;5335
1990;1993;África;Nigeria;11;1;6074
1990;1993;África;Túnez;12;1;0
1990;1993;África;Zaire;13;1;0
1990;1993;África;Otros África;14;1;3321
1990;1993;América;Argentina;16;1;0
1990;1993;América;Brasil;17;1;0
1990;1993;América;Canadá;18;1;0
1990;1993;América;Colombia;19;1;0
1990;1993;América;Cuba;20;1;0
1990;1993;América;Ecuador;21;1;0
1990;1993;América;Estados Unidos;22;1;0
1990;1993;América;México;23;1;10732
1990;1993;América;Trinidad y Tobago;24;1;0
1990;1993;América;Venezuela;25;1;256
1990;1993;América;Otros América;26;1;136
1990;1993;Europa y Euroasia;Alemania;28;1;0
1990;1993;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1993;Europa y Euroasia;Dinamarca;30;1;0
1990;1993;Europa y Euroasia;Estonia;31;1;0
1990;1993;Europa y Euroasia;Francia;32;1;0
1990;1993;Europa y Euroasia;Georgia;33;1;0
1990;1993;Europa y Euroasia;Grecia;34;1;0
1990;1993;Europa y Euroasia;Italia;35;1;204
1990;1993;Europa y Euroasia;Kazajistán;36;1;0
1990;1993;Europa y Euroasia;Letonia;37;1;0
1990;1993;Europa y Euroasia;Lituania;38;1;0
1990;1993;Europa y Euroasia;Noruega;39;1;178
1990;1993;Europa y Euroasia;Países Bajos;40;1;0
1990;1993;Europa y Euroasia;Polonia;41;1;0
1990;1993;Europa y Euroasia;Reino Unido;42;1;2177
1990;1993;Europa y Euroasia;Rumania;43;1;0
1990;1993;Europa y Euroasia;Rusia;44;1;5171
1990;1993;Europa y Euroasia;Suecia;45;1;0
1990;1993;Europa y Euroasia;Turquía;46;1;0
1990;1993;Europa y Euroasia;Ucrania;47;1;0
1990;1993;Europa y Euroasia;Otros FSU;48;1;0
1990;1993;Europa y Euroasia;Otros Europa;49;1;0
1990;1993;Oriente Medio;Arabia Saudí;50;1;8028
1990;1993;Oriente Medio;EAU;51;1;0
1990;1993;Oriente Medio;Irak;52;1;0
1990;1993;Oriente Medio;Irán;53;1;5062
1990;1993;Oriente Medio;Kuwait;54;1;367
1990;1993;Oriente Medio;Omán;55;1;0
1990;1993;Oriente Medio;Qatar;56;1;0
1990;1993;Oriente Medio;Siria;57;1;0
1990;1993;Oriente Medio;Yemen;58;1;0
1990;1993;Oriente Medio;Otros OM;59;1;3037
1990;1994;África;Angola;1;1;0
1990;1994;África;Argelia;2;1;809
1990;1994;África;Benin;3;1;0
1990;1994;África;Camerún;4;1;0
1990;1994;África;Congo;5;1;0
1990;1994;África;Egipto;6;1;758
1990;1994;África;Gabón;7;1;792
1990;1994;África;Guinea Ecuatorial;9;1;0
1990;1994;África;Libia;10;1;6141
1990;1994;África;Nigeria;11;1;8294
1990;1994;África;Túnez;12;1;0
1990;1994;África;Zaire;13;1;0
1990;1994;África;Otros África;14;1;3504
1990;1994;América;Argentina;16;1;0
1990;1994;América;Brasil;17;1;0
1990;1994;América;Canadá;18;1;0
1990;1994;América;Colombia;19;1;0
1990;1994;América;Cuba;20;1;0
1990;1994;América;Ecuador;21;1;0
1990;1994;América;Estados Unidos;22;1;0
1990;1994;América;México;23;1;8244
1990;1994;América;Trinidad y Tobago;24;1;0
1990;1994;América;Venezuela;25;1;547
1990;1994;América;Otros América;26;1;218
1990;1994;Europa y Euroasia;Alemania;28;1;0
1990;1994;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1994;Europa y Euroasia;Dinamarca;30;1;319
1990;1994;Europa y Euroasia;Estonia;31;1;0
1990;1994;Europa y Euroasia;Francia;32;1;0
1990;1994;Europa y Euroasia;Georgia;33;1;0
1990;1994;Europa y Euroasia;Grecia;34;1;0
1990;1994;Europa y Euroasia;Italia;35;1;56
1990;1994;Europa y Euroasia;Kazajistán;36;1;0
1990;1994;Europa y Euroasia;Letonia;37;1;0
1990;1994;Europa y Euroasia;Lituania;38;1;0
1990;1994;Europa y Euroasia;Noruega;39;1;349
1990;1994;Europa y Euroasia;Países Bajos;40;1;0
1990;1994;Europa y Euroasia;Polonia;41;1;0
1990;1994;Europa y Euroasia;Reino Unido;42;1;3002
1990;1994;Europa y Euroasia;Rumania;43;1;0
1990;1994;Europa y Euroasia;Rusia;44;1;4513
1990;1994;Europa y Euroasia;Suecia;45;1;0
1990;1994;Europa y Euroasia;Turquía;46;1;0
1990;1994;Europa y Euroasia;Ucrania;47;1;0
1990;1994;Europa y Euroasia;Otros FSU;48;1;0
1990;1994;Europa y Euroasia;Otros Europa;49;1;0
1990;1994;Oriente Medio;Arabia Saudí;50;1;8273
1990;1994;Oriente Medio;EAU;51;1;0
1990;1994;Oriente Medio;Irak;52;1;0
1990;1994;Oriente Medio;Irán;53;1;5304
1990;1994;Oriente Medio;Kuwait;54;1;0
1990;1994;Oriente Medio;Omán;55;1;0
1990;1994;Oriente Medio;Qatar;56;1;0
1990;1994;Oriente Medio;Siria;57;1;0
1990;1994;Oriente Medio;Yemen;58;1;0
1990;1994;Oriente Medio;Otros OM;59;1;1987
1990;1995;África;Angola;1;1;1039
1990;1995;África;Argelia;2;1;814
1990;1995;África;Benin;3;1;0
1990;1995;África;Camerún;4;1;1455
1990;1995;África;Congo;5;1;222
1990;1995;África;Egipto;6;1;435
1990;1995;África;Gabón;7;1;362
1990;1995;África;Guinea Ecuatorial;9;1;0
1990;1995;África;Libia;10;1;6968
1990;1995;África;Nigeria;11;1;8599
1990;1995;África;Túnez;12;1;395
1990;1995;África;Zaire;13;1;0
1990;1995;África;Otros África;14;1;143
1990;1995;América;Argentina;16;1;225
1990;1995;América;Brasil;17;1;0
1990;1995;América;Canadá;18;1;0
1990;1995;América;Colombia;19;1;0
1990;1995;América;Cuba;20;1;0
1990;1995;América;Ecuador;21;1;0
1990;1995;América;Estados Unidos;22;1;0
1990;1995;América;México;23;1;5478
1990;1995;América;Trinidad y Tobago;24;1;0
1990;1995;América;Venezuela;25;1;1011
1990;1995;América;Otros América;26;1;0
1990;1995;Europa y Euroasia;Alemania;28;1;0
1990;1995;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1995;Europa y Euroasia;Dinamarca;30;1;653
1990;1995;Europa y Euroasia;Estonia;31;1;0
1990;1995;Europa y Euroasia;Francia;32;1;0
1990;1995;Europa y Euroasia;Georgia;33;1;0
1990;1995;Europa y Euroasia;Grecia;34;1;0
1990;1995;Europa y Euroasia;Italia;35;1;75
1990;1995;Europa y Euroasia;Kazajistán;36;1;0
1990;1995;Europa y Euroasia;Letonia;37;1;0
1990;1995;Europa y Euroasia;Lituania;38;1;0
1990;1995;Europa y Euroasia;Noruega;39;1;536
1990;1995;Europa y Euroasia;Países Bajos;40;1;0
1990;1995;Europa y Euroasia;Polonia;41;1;0
1990;1995;Europa y Euroasia;Reino Unido;42;1;3830
1990;1995;Europa y Euroasia;Rumania;43;1;0
1990;1995;Europa y Euroasia;Rusia;44;1;4621
1990;1995;Europa y Euroasia;Suecia;45;1;0
1990;1995;Europa y Euroasia;Turquía;46;1;0
1990;1995;Europa y Euroasia;Ucrania;47;1;0
1990;1995;Europa y Euroasia;Otros FSU;48;1;0
1990;1995;Europa y Euroasia;Otros Europa;49;1;0
1990;1995;Oriente Medio;Arabia Saudí;50;1;8559
1990;1995;Oriente Medio;EAU;51;1;0
1990;1995;Oriente Medio;Irak;52;1;0
1990;1995;Oriente Medio;Irán;53;1;7546
1990;1995;Oriente Medio;Kuwait;54;1;0
1990;1995;Oriente Medio;Omán;55;1;0
1990;1995;Oriente Medio;Qatar;56;1;0
1990;1995;Oriente Medio;Siria;57;1;1830
1990;1995;Oriente Medio;Yemen;58;1;0
1990;1995;Oriente Medio;Otros OM;59;1;0
1990;1996;África;Angola;1;1;993
1990;1996;África;Argelia;2;1;1141
1990;1996;África;Benin;3;1;0
1990;1996;África;Camerún;4;1;2171
1990;1996;África;Congo;5;1;129
1990;1996;África;Egipto;6;1;244
1990;1996;África;Gabón;7;1;103
1990;1996;África;Guinea Ecuatorial;9;1;0
1990;1996;África;Libia;10;1;5588
1990;1996;África;Nigeria;11;1;10845
1990;1996;África;Túnez;12;1;577
1990;1996;África;Zaire;13;1;0
1990;1996;África;Otros África;14;1;364
1990;1996;América;Argentina;16;1;0
1990;1996;América;Brasil;17;1;0
1990;1996;América;Canadá;18;1;0
1990;1996;América;Colombia;19;1;0
1990;1996;América;Cuba;20;1;0
1990;1996;América;Ecuador;21;1;0
1990;1996;América;Estados Unidos;22;1;0
1990;1996;América;México;23;1;5178
1990;1996;América;Trinidad y Tobago;24;1;0
1990;1996;América;Venezuela;25;1;928
1990;1996;América;Otros América;26;1;0
1990;1996;Europa y Euroasia;Alemania;28;1;0
1990;1996;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1996;Europa y Euroasia;Dinamarca;30;1;334
1990;1996;Europa y Euroasia;Estonia;31;1;0
1990;1996;Europa y Euroasia;Francia;32;1;0
1990;1996;Europa y Euroasia;Georgia;33;1;0
1990;1996;Europa y Euroasia;Grecia;34;1;0
1990;1996;Europa y Euroasia;Italia;35;1;46
1990;1996;Europa y Euroasia;Kazajistán;36;1;0
1990;1996;Europa y Euroasia;Letonia;37;1;0
1990;1996;Europa y Euroasia;Lituania;38;1;0
1990;1996;Europa y Euroasia;Noruega;39;1;1948
1990;1996;Europa y Euroasia;Países Bajos;40;1;0
1990;1996;Europa y Euroasia;Polonia;41;1;0
1990;1996;Europa y Euroasia;Reino Unido;42;1;1710
1990;1996;Europa y Euroasia;Rumania;43;1;0
1990;1996;Europa y Euroasia;Rusia;44;1;4205
1990;1996;Europa y Euroasia;Suecia;45;1;0
1990;1996;Europa y Euroasia;Turquía;46;1;0
1990;1996;Europa y Euroasia;Ucrania;47;1;0
1990;1996;Europa y Euroasia;Otros FSU;48;1;0
1990;1996;Europa y Euroasia;Otros Europa;49;1;0
1990;1996;Oriente Medio;Arabia Saudí;50;1;8987
1990;1996;Oriente Medio;EAU;51;1;80
1990;1996;Oriente Medio;Irak;52;1;119
1990;1996;Oriente Medio;Irán;53;1;6828
1990;1996;Oriente Medio;Kuwait;54;1;0
1990;1996;Oriente Medio;Omán;55;1;0
1990;1996;Oriente Medio;Qatar;56;1;0
1990;1996;Oriente Medio;Siria;57;1;1556
1990;1996;Oriente Medio;Yemen;58;1;0
1990;1996;Oriente Medio;Otros OM;59;1;0
1990;1996;Asia-Pacífico;China;61;1;0
1990;1996;Asia-Pacífico;India;62;1;0
1990;1997;África;Angola;1;1;378
1990;1997;África;Argelia;2;1;1161
1990;1997;África;Benin;3;1;0
1990;1997;África;Camerún;4;1;1690
1990;1997;África;Congo;5;1;0
1990;1997;África;Egipto;6;1;0
1990;1997;África;Gabón;7;1;0
1990;1997;África;Guinea Ecuatorial;9;1;0
1990;1997;África;Libia;10;1;5010
1990;1997;África;Nigeria;11;1;9723
1990;1997;África;Túnez;12;1;604
1990;1997;África;Zaire;13;1;0
1990;1997;África;Otros África;14;1;848
1990;1997;América;Argentina;16;1;0
1990;1997;América;Brasil;17;1;0
1990;1997;América;Canadá;18;1;0
1990;1997;América;Colombia;19;1;0
1990;1997;América;Cuba;20;1;0
1990;1997;América;Ecuador;21;1;0
1990;1997;América;Estados Unidos;22;1;0
1990;1997;América;México;23;1;6416
1990;1997;América;Trinidad y Tobago;24;1;0
1990;1997;América;Venezuela;25;1;937
1990;1997;América;Otros América;26;1;0
1990;1997;Europa y Euroasia;Alemania;28;1;0
1990;1997;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1997;Europa y Euroasia;Dinamarca;30;1;82
1990;1997;Europa y Euroasia;Estonia;31;1;0
1990;1997;Europa y Euroasia;Francia;32;1;0
1990;1997;Europa y Euroasia;Georgia;33;1;0
1990;1997;Europa y Euroasia;Grecia;34;1;0
1990;1997;Europa y Euroasia;Italia;35;1;195
1990;1997;Europa y Euroasia;Kazajistán;36;1;0
1990;1997;Europa y Euroasia;Letonia;37;1;574
1990;1997;Europa y Euroasia;Lituania;38;1;0
1990;1997;Europa y Euroasia;Noruega;39;1;711
1990;1997;Europa y Euroasia;Países Bajos;40;1;0
1990;1997;Europa y Euroasia;Polonia;41;1;0
1990;1997;Europa y Euroasia;Reino Unido;42;1;3943
1990;1997;Europa y Euroasia;Rumania;43;1;0
1990;1997;Europa y Euroasia;Rusia;44;1;3392
1990;1997;Europa y Euroasia;Suecia;45;1;0
1990;1997;Europa y Euroasia;Turquía;46;1;0
1990;1997;Europa y Euroasia;Ucrania;47;1;134
1990;1997;Europa y Euroasia;Otros FSU;48;1;0
1990;1997;Europa y Euroasia;Otros Europa;49;1;39
1990;1997;Oriente Medio;Arabia Saudí;50;1;9058
1990;1997;Oriente Medio;EAU;51;1;0
1990;1997;Oriente Medio;Irak;52;1;3624
1990;1997;Oriente Medio;Irán;53;1;5165
1990;1997;Oriente Medio;Kuwait;54;1;0
1990;1997;Oriente Medio;Omán;55;1;0
1990;1997;Oriente Medio;Qatar;56;1;0
1990;1997;Oriente Medio;Siria;57;1;1764
1990;1997;Oriente Medio;Yemen;58;1;223
1990;1997;Oriente Medio;Otros OM;59;1;0
1990;1998;África;Angola;1;1;0
1990;1998;África;Argelia;2;1;1039
1990;1998;África;Benin;3;1;0
1990;1998;África;Camerún;4;1;1648
1990;1998;África;Congo;5;1;0
1990;1998;África;Egipto;6;1;317
1990;1998;África;Gabón;7;1;264
1990;1998;África;Guinea Ecuatorial;9;1;0
1990;1998;África;Libia;10;1;6419
1990;1998;África;Nigeria;11;1;7865
1990;1998;África;Túnez;12;1;681
1990;1998;África;Zaire;13;1;0
1990;1998;África;Otros África;14;1;2270
1990;1998;América;Argentina;16;1;0
1990;1998;América;Brasil;17;1;0
1990;1998;América;Canadá;18;1;0
1990;1998;América;Colombia;19;1;0
1990;1998;América;Cuba;20;1;0
1990;1998;América;Ecuador;21;1;0
1990;1998;América;Estados Unidos;22;1;0
1990;1998;América;México;23;1;7001
1990;1998;América;Trinidad y Tobago;24;1;0
1990;1998;América;Venezuela;25;1;1552
1990;1998;América;Otros América;26;1;0
1990;1998;Europa y Euroasia;Alemania;28;1;0
1990;1998;Europa y Euroasia;Azerbaiyán;29;1;0
1990;1998;Europa y Euroasia;Dinamarca;30;1;0
1990;1998;Europa y Euroasia;Estonia;31;1;0
1990;1998;Europa y Euroasia;Francia;32;1;0
1990;1998;Europa y Euroasia;Georgia;33;1;0
1990;1998;Europa y Euroasia;Grecia;34;1;0
1990;1998;Europa y Euroasia;Italia;35;1;140
1990;1998;Europa y Euroasia;Kazajistán;36;1;0
1990;1998;Europa y Euroasia;Letonia;37;1;0
1990;1998;Europa y Euroasia;Lituania;38;1;0
1990;1998;Europa y Euroasia;Noruega;39;1;267
1990;1998;Europa y Euroasia;Países Bajos;40;1;0
1990;1998;Europa y Euroasia;Polonia;41;1;0
1990;1998;Europa y Euroasia;Reino Unido;42;1;3384
1990;1998;Europa y Euroasia;Rumania;43;1;0
1990;1998;Europa y Euroasia;Rusia;44;1;4991
1990;1998;Europa y Euroasia;Suecia;45;1;0
1990;1998;Europa y Euroasia;Turquía;46;1;0
1990;1998;Europa y Euroasia;Ucrania;47;1;0
1990;1998;Europa y Euroasia;Otros FSU;48;1;0
1990;1998;Europa y Euroasia;Otros Europa;49;1;0
1990;1998;Oriente Medio;Arabia Saudí;50;1;9360
1990;1998;Oriente Medio;EAU;51;1;0
1990;1998;Oriente Medio;Irak;52;1;6398
1990;1998;Oriente Medio;Irán;53;1;4743
1990;1998;Oriente Medio;Kuwait;54;1;14
1990;1998;Oriente Medio;Omán;55;1;0
1990;1998;Oriente Medio;Qatar;56;1;0
1990;1998;Oriente Medio;Siria;57;1;1392
1990;1998;Oriente Medio;Yemen;58;1;0
1990;1998;Oriente Medio;Otros OM;59;1;0
1990;1999;África;Angola;1;1;250
1990;1999;África;Argelia;2;1;1485
1990;1999;África;Benin;3;1;0
1990;1999;África;Camerún;4;1;1089
1990;1999;África;Congo;5;1;128
1990;1999;África;Egipto;6;1;301
1990;1999;África;Gabón;7;1;136
1990;1999;África;Guinea Ecuatorial;9;1;0
1990;1999;África;Libia;10;1;6369
1990;1999;África;Nigeria;11;1;8679
1990;1999;África;Túnez;12;1;601
1990;1999;África;Zaire;13;1;0
1990;1999;África;Otros África;14;1;2756
1990;1999;América;Argentina;16;1;0
1990;1999;América;Brasil;17;1;0
1990;1999;América;Canadá;18;1;0
1990;1999;América;Colombia;19;1;0
1990;1999;América;Cuba;20;1;0
1990;1999;América;Ecuador;21;1;0
1990;1999;América;Estados Unidos;22;1;0
1990;1999;América;México;23;1;6685
1990;1999;América;Trinidad y Tobago;24;1;0
1990;1999;América;Venezuela;25;1;1198
1990;1999;América;Otros América;26;1;0
1990;1999;Europa y Euroasia;Alemania;28;1;0
1990;1999;Europa y Euroasia;Azerbaiyán;29;1;85
1990;1999;Europa y Euroasia;Dinamarca;30;1;0
1990;1999;Europa y Euroasia;Estonia;31;1;0
1990;1999;Europa y Euroasia;Francia;32;1;0
1990;1999;Europa y Euroasia;Georgia;33;1;0
1990;1999;Europa y Euroasia;Grecia;34;1;0
1990;1999;Europa y Euroasia;Italia;35;1;120
1990;1999;Europa y Euroasia;Kazajistán;36;1;0
1990;1999;Europa y Euroasia;Letonia;37;1;0
1990;1999;Europa y Euroasia;Lituania;38;1;0
1990;1999;Europa y Euroasia;Noruega;39;1;249
1990;1999;Europa y Euroasia;Países Bajos;40;1;0
1990;1999;Europa y Euroasia;Polonia;41;1;0
1990;1999;Europa y Euroasia;Reino Unido;42;1;3938
1990;1999;Europa y Euroasia;Rumania;43;1;0
1990;1999;Europa y Euroasia;Rusia;44;1;5514
1990;1999;Europa y Euroasia;Suecia;45;1;0
1990;1999;Europa y Euroasia;Turquía;46;1;0
1990;1999;Europa y Euroasia;Ucrania;47;1;0
1990;1999;Europa y Euroasia;Otros FSU;48;1;0
1990;1999;Europa y Euroasia;Otros Europa;49;1;0
1990;1999;Oriente Medio;Arabia Saudí;50;1;6275
1990;1999;Oriente Medio;EAU;51;1;0
1990;1999;Oriente Medio;Irak;52;1;6061
1990;1999;Oriente Medio;Irán;53;1;3944
1990;1999;Oriente Medio;Kuwait;54;1;0
1990;1999;Oriente Medio;Omán;55;1;0
1990;1999;Oriente Medio;Qatar;56;1;0
1990;1999;Oriente Medio;Siria;57;1;2183
1990;1999;Oriente Medio;Yemen;58;1;0
1990;1999;Oriente Medio;Otros OM;59;1;0
2000;2000;África;Angola;1;1;644
